Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,298835,4,2,124,94,31,31,31.0,0.0,47,47,47.0,0.0,729.4995566,20.07796945,59767.0,117157.1731,267978,3,30853,10284.33333,17806.92568,30846,3,4,4.0,0.0,4,4,0,0,0,0,80,64,13.38531297,6.692656483,31,47,35.57142857,7.807200584,60.95238095,0,0,0,0,0,0,0,0,0,41.5,31.0,47.0,80,0,0,0,0,0,0,4,124,2,94,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5537804,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.722307976,1845934.667,3196654.214,5537113,125,5537804,2768902.0,3914841.54,5537113,691,0,0.0,0.0,0,0,0,0,0,0,104,40,0.541730982,0.180576994,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5006190,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.799010825,1668730.0,2889719.804,5005491,92,5006190,2503095.0,3538922.362,5005491,699,0,0.0,0.0,0,0,0,0,0,0,104,40,0.599258118,0.199752706,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,211,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,909952.6066,18957.34597,70.33333333,37.81974793,114,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,40,40,9478.672986,9478.672986,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,5034398,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,35.95266008,1.191800887,1006879.6,2194651.483,4932639,48,5034398,1258599.5,2449652.472,4932639,48,0,0.0,0.0,0,0,1,0,0,0,100,20,0.993167406,0.198633481,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,255,385,4,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,95953,1,1,49,152,49,49,49.0,0.0,152,152,152.0,0.0,2094.775567,20.84353798,95953.0,0.0,95953,95953,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,10.42176899,10.42176899,49,152,83.33333333,59.46707773,3536.333333,0,0,0,0,0,0,0,0,1,125.0,49.0,152.0,40,0,0,0,0,0,0,1,49,1,152,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5028615,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.795447653,1676205.0,2902522.26,5027749,151,5028615,2514307.5,3554543.058,5027749,866,0,0.0,0.0,0,0,0,0,0,0,104,40,0.59658574,0.198861913,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,6516213,2,2,95,282,49,46,47.5,2.121320344,155,127,141.0,19.79898987,57.85569011,0.613853476,2172071.0,3708763.175,6454438,491,6454929,6454929.0,0.0,6454929,6454929,6515722,6515722.0,0.0,6515722,6515722,0,0,0,0,52,40,0.306926738,0.306926738,46,155,84.6,52.44330272,2750.3,0,0,0,0,0,0,0,0,1,105.75,47.5,141.0,52,0,0,0,0,0,0,2,95,2,282,-1,-1,1,20,491.0,0.0,491,491,6454438.0,0.0,6454438,6454438,0
80,5006168,4,4,599,2021,599,0,149.75,299.5,2021,0,505.25,1010.5,523.35439,1.598028672,715166.8571,1889455.998,5000049,108,6119,2039.666667,2628.237496,5066,330,5005995,1668665.0,2885649.943,5000726,988,0,0,0,0,136,136,0.799014336,0.799014336,0,2021,291.1111111,678.2819186,460066.3611,0,0,0,1,0,0,0,0,1,327.5,149.75,505.25,136,0,0,0,0,0,0,4,599,4,2021,29200,236,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
443,115118693,21,21,1071,9373,517,0,51.0,133.8248856,1905,0,446.3333333,711.6161418,90.72375413,0.364840834,2807773.0,4494618.408,10200000,15,115000000,5755934.65,5001438.697,10200000,15,111000000,5562549.9,5154024.306,10200000,48,0,0,0,0,432,564,0.182420417,0.182420417,0,1905,242.8837209,538.6835456,290179.9623,0,0,0,1,0,0,0,0,1,248.6666667,51.0,446.3333333,432,0,0,0,0,0,0,21,1071,21,9373,8192,123,20,20,38785.45455,24046.50611,111230,31153,10100000.0,32212.73819,10200000,10000000,0
56458,22,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,45454.54545,45454.54545,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,123,342,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5825625,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.686621607,1941875.0,3362825.148,5824931,127,5825625,2912812.5,4118357.478,5824931,694,0,0.0,0.0,0,0,0,0,0,0,104,40,0.514966205,0.171655402,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,60744383,22,17,3038,13741,434,0,138.0909091,206.9013819,1963,0,808.2941176,897.3549162,276.2230707,0.642034672,1598536.395,3537658.972,10000000,31,53100000,2529903.238,4308469.221,10000000,124,60700000,3794214.813,4716769.239,10000000,177,0,0,0,0,712,552,0.362173405,0.279861267,0,1963,419.475,684.4579359,468482.666,0,0,0,1,0,0,0,0,0,430.2307692,138.0909091,808.2941176,712,0,0,0,0,0,0,22,3038,17,13741,29200,1140,7,32,617921.0,1299189.598,2941982,36807,10000000.0,4660.653527,10000000,10000000,0
80,175,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17142.85714,87.5,4.949747468,91,84,175,175.0,0.0,175,175,0,0.0,0.0,0,0,0,0,0,0,64,32,11428.57143,5714.285714,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,1444,1174,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5606073,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.713511936,1868691.0,3235905.668,5605193,131,5606073,2803036.5,3962847.726,5605193,880,0,0.0,0.0,0,0,0,0,0,0,104,40,0.535133952,0.178377984,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
32978,5471031,1,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.731123622,1823677.0,3158224.915,5470481,40,0,0.0,0.0,0,0,5470991,2735495.5,3867853.587,5470481,510,0,0,0,0,40,104,0.182780905,0.548342716,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,3,0.0,0.0,0.0,40,0,0,0,0,0,0,1,0,3,0,28960,229,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0
443,5083747,9,5,358,3024,201,0,39.77777778,73.31230759,1525,0,604.8,805.6076589,665.2573387,2.753874258,391057.4615,1319308.887,4780362,4,5083747,635468.375,1675535.946,4780362,4,177026,44256.5,50114.96252,91248,202,0,0,0,0,296,168,1.770347738,0.983526521,0,1525,225.4666667,515.4498544,265688.5524,0,0,0,1,0,0,0,0,0,241.5714286,39.77777778,604.8,296,0,0,0,0,0,0,9,358,5,3024,29200,119,3,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,60904,4,2,148,202,37,37,37.0,0.0,101,101,101.0,0.0,5746.748982,98.51569683,12180.8,16675.19609,30632,3,30268,10089.33333,17470.0418,30262,3,4,4.0,0.0,4,4,0,0,0,0,80,40,65.67713122,32.83856561,37,101,55.28571429,31.22880233,975.2380952,0,0,0,0,0,0,0,0,0,64.5,37.0,101.0,80,0,0,0,0,0,0,4,148,2,202,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5921092,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.675551064,1973697.333,3417951.708,5920408,89,5921092,2960546.0,4185876.983,5920408,684,0,0.0,0.0,0,0,0,0,0,0,104,40,0.506663298,0.168887766,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,118955248,16,14,649,606,565,0,40.5625,139.8580084,600,0,43.28571429,160.2413701,10.55018607,0.252195683,4101905.103,4825003.324,10000000,7,119000000,7930349.867,3819143.391,10000000,36741,114000000,8733196.077,3277123.562,10100000,15349,0,0,0,0,332,424,0.134504364,0.117691319,0,600,40.48387097,144.7938468,20965.25806,0,0,0,1,0,0,0,0,0,41.83333333,40.5625,43.28571429,332,0,0,0,0,0,0,16,649,14,606,8192,344,15,20,310142.0909,906817.2624,3044299,36628,10000000.0,2698.133321,10000000,10000000,0
80,5542102,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.721747813,1847367.333,3199133.07,5541408,93,5542102,2771051.0,3917876.442,5541408,694,0,0.0,0.0,0,0,0,0,0,0,104,40,0.54131086,0.180436953,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5936286,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.673821982,1978762.0,3426552.501,5935404,121,5936286,2968143.0,4196340.749,5935404,882,0,0.0,0.0,0,0,0,0,0,0,104,40,0.505366487,0.168455496,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,6161169,4,4,341,506,341,0,85.25,170.5,506,0,126.5,253.0,137.4739112,1.298454887,880167.0,1868884.097,5004554,57,1156615,385538.3333,666237.385,1154843,863,6161112,2053704.0,2620536.565,5005167,165,0,0,0,0,136,136,0.649227444,0.649227444,0,506,94.11111111,191.2475127,36575.61111,0,0,0,1,0,0,0,0,1,105.875,85.25,126.5,136,0,0,0,0,0,0,4,341,4,506,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,120898,2,2,122,300,61,61,61.0,0.0,150,150,150.0,0.0,3490.545749,33.0857417,40299.33333,69797.02875,120894,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,16.54287085,16.54287085,61,150,96.6,48.74730762,2376.3,0,0,0,0,0,0,0,0,1,120.75,61.0,150.0,64,0,0,0,0,0,0,2,122,2,300,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5506240,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.726448538,1835413.333,3178276.588,5505371,94,5506240,2753120.0,3892270.691,5505371,869,0,0.0,0.0,0,0,0,0,0,0,104,40,0.544836404,0.181612135,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5192533,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.770336943,1730844.333,2997140.449,5191644,100,5192533,2596266.5,3670418.06,5191644,889,0,0.0,0.0,0,0,0,0,0,0,104,40,0.577752708,0.192584236,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,81599,1,1,43,71,43,43,43.0,0.0,71,71,71.0,0.0,1397.075945,24.51010429,81599.0,0.0,81599,81599,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12.25505215,12.25505215,43,71,52.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,78.5,43.0,71.0,20,0,0,0,0,0,0,1,43,1,71,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5229394,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.764906985,1743131.333,3018434.278,5228519,124,5229394,2614697.0,3696502.522,5228519,875,0,0.0,0.0,0,0,0,0,0,0,104,40,0.573680239,0.191226746,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5567801,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.718416481,1855933.667,3213798.058,5566908,167,5567801,2783900.5,3935766.951,5566908,893,0,0.0,0.0,0,0,0,0,0,0,104,40,0.538812361,0.17960412,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,18,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,55555.55556,55555.55556,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,330,262,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5208050,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.768041781,1736016.667,3006113.911,5207178,126,5208050,2604025.0,3681414.278,5207178,872,0,0.0,0.0,0,0,0,0,0,0,104,40,0.576031336,0.192010445,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5835265,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.685487291,1945088.333,3368384.742,5834564,127,5835265,2917632.5,4125164.088,5834564,701,0,0.0,0.0,0,0,0,0,0,0,104,40,0.514115469,0.171371823,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,60936,2,2,104,220,52,52,52.0,0.0,110,110,110.0,0.0,5317.053958,65.64264146,20312.0,35135.52386,60883,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,64,32.82132073,32.82132073,52,110,75.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,94.0,52.0,110.0,64,0,0,0,0,0,0,2,104,2,220,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5438415,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.735508416,1812805.0,3139122.137,5437551,92,5438415,2719207.5,3844318.245,5437551,864,0,0.0,0.0,0,0,0,0,0,0,104,40,0.551631312,0.183877104,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5296518,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.755213142,1765506.0,3057181.408,5295635,134,5296518,2648259.0,3743955.044,5295635,883,0,0.0,0.0,0,0,0,0,0,0,104,40,0.566409856,0.188803285,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
443,61704540,33,44,3647,12035,659,0,110.5151515,151.2987775,1430,0,273.5227273,364.9933729,254.1466155,1.247882247,811901.8421,6710945.332,58500000,1,61700000,1928266.875,10300000.0,58600000,20,61600000,1432981.93,8922969.3,58600000,1,0,0,0,0,672,892,0.534806677,0.713075569,0,1430,201.0512821,301.5758998,90948.02331,0,0,0,1,0,0,0,0,1,203.6623377,110.5151515,273.5227273,672,0,0,0,0,0,0,33,3647,44,12035,8192,429,32,20,3097451.0,0.0,3097451,3097451,58500000.0,0.0,58500000,58500000,0
80,5535665,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.722587079,1845221.667,3195438.314,5534996,117,5535665,2767832.5,3913360.151,5534996,669,0,0.0,0.0,0,0,0,0,0,0,104,40,0.541940309,0.18064677,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5987819,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.668022864,1995939.667,3456181.257,5986794,127,5987819,2993909.5,4232577.851,5986794,1025,0,0.0,0.0,0,0,0,0,0,0,104,40,0.501017148,0.167005716,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5471248,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.731094624,1823749.333,3158069.612,5470374,155,5471248,2735624.0,3867520.54,5470374,874,0,0.0,0.0,0,0,0,0,0,0,104,40,0.548320968,0.182773656,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5342908,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.245967926,0.748655975,1780969.333,3064079.303,5319037,109,5342908,2671454.0,3744247.786,5319037,23871,0,0.0,0.0,0,0,0,0,0,0,72,32,0.561491982,0.187163994,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,65535,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,23684,2,2,86,302,43,43,43.0,0.0,151,151,151.0,0.0,16382.36784,168.8903901,7894.666667,13668.76762,23678,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,84.44519507,84.44519507,43,151,86.2,59.15403621,3499.2,0,0,0,0,0,0,0,0,1,107.75,43.0,151.0,40,0,0,0,0,0,0,2,86,2,302,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5079716,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.787445597,1693238.667,2932011.583,5078834,126,5079716,2539858.0,3590654.294,5078834,882,0,0.0,0.0,0,0,0,0,0,0,104,40,0.590584198,0.196861399,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5646562,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.708395657,1882187.333,3259290.666,5645692,95,5646562,2823281.0,3991491.915,5645692,870,0,0.0,0.0,0,0,0,0,0,0,104,40,0.531296743,0.177098914,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5500437,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.727214947,1833479.0,3175059.584,5499722,110,5500437,2750218.5,3888385.139,5499722,715,0,0.0,0.0,0,0,0,0,0,0,104,40,0.54541121,0.181803737,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,33921648,203,104,43906,72188,602,0,216.2857143,228.4931854,1068,0,694.1153846,362.6244228,3422.416269,9.050267841,110855.0588,290298.9337,2273159,4,33900000,167914.4307,343948.5993,2273159,891,33900000,329335.0291,449195.1996,2274019,4,0,0,0,0,6504,3336,5.984379061,3.06588878,0,1068,376.9285714,360.664779,130079.0828,0,0,0,1,0,0,0,0,0,378.1563518,216.2857143,694.1153846,6504,0,0,0,0,0,0,203,43906,104,72188,29200,1176,101,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,28858424,2,2,87,221,46,41,43.5,3.535533906,143,78,110.5,45.96194078,10.6727935,0.138607708,9619474.667,16600000.0,28700000,31952,28800000,28800000.0,0.0,28800000,28800000,28800000,28800000.0,0.0,28800000,28800000,0,0,0,0,52,40,0.069303854,0.069303854,41,143,70.8,42.96161077,1845.7,0,0,0,0,0,0,0,0,1,88.5,43.5,110.5,52,0,0,0,0,0,0,2,87,2,221,-1,-1,1,20,31952.0,0.0,31952,31952,28700000.0,0.0,28700000,28700000,0
80,5609658,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.713055947,1869886.0,3238140.875,5608969,94,5609658,2804829.0,3965652.819,5608969,689,0,0.0,0.0,0,0,0,0,0,0,104,40,0.534791961,0.178263987,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
123,27844,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,3447.780491,71.82876024,27844.0,0.0,27844,27844,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,35.91438012,35.91438012,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,49895,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,3126.565788,80.16835354,16631.66667,28741.96048,49820,3,72,72.0,0.0,72,72,3,3.0,0.0,3,3,0,0,0,0,64,64,40.08417677,40.08417677,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,64,0,0,0,0,0,0,2,62,2,94,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5235931,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.763952008,1745310.333,3022376.417,5235250,124,5235931,2617965.5,3701399.236,5235250,681,0,0.0,0.0,0,0,0,0,0,0,104,40,0.572964006,0.190988002,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5021476,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.796578536,1673825.333,2898467.242,5020687,95,5021476,2510738.0,3549603.917,5020687,789,0,0.0,0.0,0,0,0,0,0,0,104,40,0.597433902,0.199144634,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5224059,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.765688136,1741353.0,3015347.185,5223176,138,5224059,2612029.5,3692718.794,5223176,883,0,0.0,0.0,0,0,0,0,0,0,104,40,0.574266102,0.191422034,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5297648,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.755052053,1765882.667,3057994.887,5296951,134,5297648,2648824.0,3745017.118,5296951,697,0,0.0,0.0,0,0,0,0,0,0,104,40,0.56628904,0.188763013,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
80,5826852,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.686477021,1942284.0,3363378.542,5825979,158,5826852,2913426.0,4118971.954,5825979,873,0,0.0,0.0,0,0,0,0,0,0,104,40,0.514857765,0.171619255,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,101505,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,3191.960987,39.40692577,33835.0,58600.47498,101501,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,0,0,64,40,19.70346288,19.70346288,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,64,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5698608,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.701925804,1899536.0,3289339.444,5697738,44,5698608,2849304.0,4028293.994,5697738,870,0,0.0,0.0,0,0,0,0,0,0,104,40,0.526444353,0.175481451,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
